iter	Passed	Remaining
0	29	23661
1	31	12695
2	34	9055
3	36	7210
4	38	6101
5	40	5357
6	42	4828
7	44	4444
8	47	4137
9	49	3884
10	51	3690
11	53	3529
12	56	3391
13	58	3271
14	60	3162
15	62	3069
16	65	3006
17	68	2983
18	72	2968
19	74	2911
20	76	2853
21	79	2811
22	81	2759
23	84	2721
24	87	2727
25	91	2710
26	94	2712
27	99	2741
28	101	2711
29	104	2675
30	106	2637
31	108	2599
32	110	2563
33	112	2531
34	114	2499
35	116	2469
36	118	2441
37	120	2414
38	122	2388
39	124	2363
40	126	2340
41	128	2317
42	130	2295
43	132	2275
44	134	2255
45	136	2236
46	138	2217
47	140	2200
48	142	2183
49	144	2166
50	146	2150
51	149	2151
52	151	2137
53	153	2122
54	155	2107
55	157	2094
56	159	2080
57	161	2067
58	163	2057
59	165	2044
60	167	2033
61	169	2021
62	171	2010
63	173	1998
64	175	1987
65	177	1977
66	179	1967
67	181	1958
68	183	1948
69	185	1939
70	188	1938
71	190	1930
72	192	1921
73	194	1913
74	196	1904
75	198	1895
76	201	1888
77	203	1880
78	205	1872
79	207	1864
80	209	1857
81	211	1849
82	213	1842
83	215	1834
84	217	1827
85	219	1821
86	221	1813
87	223	1806
88	225	1800
89	227	1792
90	229	1786
91	231	1780
92	233	1775
93	236	1772
94	238	1766
95	240	1760
96	242	1755
97	244	1749
98	246	1743
99	247	1731
100	249	1725
101	251	1719
102	253	1713
103	255	1708
104	257	1702
105	259	1697
106	261	1692
107	263	1687
108	266	1687
109	268	1684
110	270	1679
111	271	1669
112	273	1663
113	275	1658
114	277	1653
115	279	1649
116	281	1644
117	283	1639
118	285	1634
119	287	1629
120	289	1625
121	291	1620
122	293	1616
123	295	1611
124	297	1607
125	299	1602
126	301	1598
127	303	1594
128	306	1591
129	308	1588
130	310	1583
131	312	1579
132	314	1575
133	316	1571
134	318	1567
135	320	1563
136	322	1559
137	324	1555
138	326	1551
139	328	1547
140	330	1543
141	332	1539
142	334	1535
143	336	1532
144	338	1529
145	340	1525
146	342	1521
147	344	1518
148	346	1514
149	348	1510
150	350	1507
151	352	1503
152	354	1500
153	356	1496
154	358	1493
155	360	1489
156	363	1490
157	366	1488
158	368	1485
