iter	Logloss
0	0.6889094558
1	0.6850906787
2	0.682400829
3	0.6791029812
4	0.6747363992
5	0.6704868823
6	0.6661487969
7	0.6615974265
8	0.6562497009
9	0.6517823765
10	0.6482483271
11	0.6463191642
12	0.6444176161
13	0.6415177248
14	0.6386543734
15	0.6356253262
16	0.633151746
17	0.6304559393
18	0.6276795015
19	0.6247172317
20	0.6221982087
21	0.6191396415
22	0.6177197247
23	0.6160654965
24	0.6132874171
25	0.6116078862
26	0.6088504684
27	0.6073086936
28	0.6053964888
29	0.6041793714
30	0.6013831808
31	0.598316383
32	0.5971760821
33	0.594202457
34	0.5931224067
35	0.5914257494
36	0.587385586
37	0.5864923845
38	0.5832012444
39	0.5814843965
40	0.5803729749
41	0.5776055265
42	0.5759627125
43	0.5749005463
44	0.5738546626
45	0.5723360441
46	0.5708205113
47	0.5671595178
48	0.5651842528
49	0.564649078
50	0.5634148454
51	0.5622155959
52	0.5607892019
53	0.5597016681
54	0.5578952958
55	0.557230762
56	0.5563576924
57	0.5553925022
58	0.5545682901
59	0.5523144417
60	0.5512069116
61	0.5507542139
62	0.5496942347
63	0.5479390245
64	0.5465207538
65	0.5457642925
66	0.5449183551
67	0.5438462873
68	0.5416930884
69	0.539758039
70	0.5380501739
71	0.5367093527
72	0.5357600366
73	0.533955807
74	0.5333164624
75	0.531161103
76	0.5292712539
77	0.5282234569
78	0.5273511193
79	0.524556465
80	0.5231994481
81	0.5223221903
82	0.5215805255
83	0.5211196386
84	0.5181518064
85	0.5176744779
86	0.5168008167
87	0.5156109873
88	0.5139419761
89	0.5133991378
90	0.5130392126
91	0.5127519036
92	0.5099228068
93	0.5087713537
94	0.5072688256
95	0.5060696314
96	0.5047108498
97	0.5025016686
98	0.5015707804
99	0.5013283934
100	0.5001241683
101	0.4995598212
102	0.498311353
103	0.4971999385
104	0.4970285258
105	0.4955669386
106	0.4923578735
107	0.4913000535
108	0.490133704
109	0.4895448815
110	0.4888534795
111	0.4884399336
112	0.4882799129
113	0.4875252852
114	0.4866810577
115	0.4854166531
116	0.4840665528
117	0.4832983654
118	0.4822255925
119	0.4818874263
120	0.4815206462
121	0.4809201693
122	0.4799998331
123	0.4785736418
124	0.4780854895
125	0.4772969504
126	0.4759681458
127	0.475128756
128	0.4739754658
129	0.4730466053
130	0.4721024526
131	0.4713506195
132	0.4697944282
133	0.4692345876
134	0.4676785541
135	0.4667283037
136	0.4657928889
137	0.4651199706
138	0.4643018875
139	0.4634387409
140	0.4616996587
141	0.4603202498
142	0.4597497451
143	0.4586681651
144	0.4578567958
145	0.4569230277
146	0.4559044888
147	0.4553608549
148	0.4543551315
149	0.4527523118
150	0.4516447362
151	0.4509555483
152	0.4502570877
153	0.4493231687
154	0.4487841084
155	0.4484675925
156	0.4474120092
157	0.4469419135
158	0.4467512299
159	0.4458755037
160	0.445247465
161	0.4442409327
162	0.4427397626
163	0.4421848033
164	0.4412370237
165	0.4401726112
166	0.4391715178
167	0.4384734235
168	0.4377121866
169	0.4371573303
170	0.4367816325
171	0.4353441895
172	0.4346176649
173	0.432782599
174	0.4308005888
175	0.4297328212
176	0.4292604389
177	0.4280146436
178	0.4273042387
179	0.4260838927
180	0.4248938151
181	0.4238307259
182	0.4226493967
183	0.4218014613
184	0.4205905107
185	0.4197591696
186	0.4195216862
187	0.4189280284
188	0.4173415162
189	0.4162073882
190	0.4151727551
191	0.413348254
192	0.4130773346
193	0.4126295353
194	0.411557186
195	0.4112756205
196	0.4110606829
197	0.4097385001
198	0.4084360172
199	0.4073836779
200	0.4053053978
201	0.4032216397
202	0.4030132268
203	0.4023066512
204	0.4014890392
205	0.4012211608
206	0.4009748674
207	0.3991789202
208	0.3974776337
209	0.3966170264
210	0.3957369343
211	0.3939697476
212	0.3913866532
213	0.3891067464
214	0.3883176821
215	0.3863621981
216	0.3861843567
217	0.3857557076
218	0.3851717525
219	0.3847353739
220	0.3833001192
221	0.3821274053
222	0.381969164
223	0.379941256
224	0.379341028
225	0.3791904305
226	0.3789029816
227	0.3783809591
228	0.3757714407
229	0.374954854
230	0.3747745638
231	0.3745304814
232	0.3739738848
233	0.3723822227
234	0.3707992181
235	0.3697170223
236	0.3687829232
237	0.3686176159
238	0.3678429163
239	0.3659745296
240	0.3647978413
241	0.3626065111
242	0.3614370566
243	0.3608054682
244	0.3602358588
245	0.3592912046
246	0.357491583
247	0.3559588469
248	0.355772709
249	0.3544268265
250	0.3534426699
251	0.3518341612
252	0.3497194239
253	0.3482680393
254	0.3474182299
255	0.3471499943
256	0.3460337647
257	0.3455101135
258	0.3453641486
259	0.3443557348
260	0.3441806111
261	0.3428317414
262	0.3408877091
263	0.3395981943
264	0.3380539439
265	0.3375181156
266	0.3368004121
267	0.3352599174
268	0.3350012112
269	0.3333301016
270	0.3319695562
271	0.3308695258
272	0.3287427211
273	0.3268190594
274	0.3260540315
275	0.3247475133
276	0.3232549766
277	0.3216675302
278	0.3203512966
279	0.3197673217
280	0.3177800316
281	0.3168392523
282	0.316219463
283	0.314389954
284	0.3136641424
285	0.313257757
286	0.3116215247
287	0.3103803033
288	0.3088015543
289	0.3085247733
290	0.3072646012
291	0.3065754891
292	0.3053391712
293	0.303902939
294	0.3023140045
295	0.3005670441
296	0.2988369541
297	0.297297906
298	0.2960467045
299	0.2955990623
300	0.2950925714
301	0.293124429
302	0.2914287032
303	0.2907084677
304	0.2900553203
305	0.2893417361
306	0.2883994263
307	0.2876267018
308	0.2862009232
309	0.2847443391
310	0.2841353555
311	0.2826128114
312	0.2814826063
313	0.2804954597
314	0.2791310038
315	0.2785033163
316	0.2781992913
317	0.2776404578
318	0.275701068
319	0.2748259798
320	0.2738439965
321	0.2737210345
322	0.2727583136
323	0.2721242961
324	0.2713287031
325	0.2705800458
326	0.2692306595
327	0.2691378603
328	0.2684862218
329	0.2678338575
330	0.2663760431
331	0.265934064
332	0.2651412703
333	0.2638706947
334	0.2624265507
335	0.2611995345
336	0.2606785858
337	0.2598113838
338	0.2590081915
339	0.2581530122
340	0.2569901826
341	0.2556004034
342	0.2548091837
343	0.2539522341
344	0.25273674
345	0.2516233238
346	0.2511007432
347	0.250342267
348	0.2502327772
349	0.249523236
350	0.2488390309
351	0.2483032374
352	0.2474747424
353	0.2464972792
354	0.2459555838
355	0.2448850172
356	0.2439965527
357	0.2434324371
358	0.2422049947
359	0.2410031527
360	0.2402649333
361	0.2385044541
362	0.2379536968
363	0.2377097521
364	0.2367748948
365	0.2356973011
366	0.2344627065
367	0.2340037428
368	0.2329680489
369	0.2317772331
370	0.2307877238
371	0.2301640162
372	0.2295801908
373	0.2288125285
374	0.2276283682
375	0.2266800944
376	0.2258089865
377	0.2252898605
378	0.2244348527
379	0.2239309095
380	0.2226831663
381	0.2216356344
382	0.2207926627
383	0.2204562552
384	0.2201021377
385	0.2194677444
386	0.2189229963
387	0.2187605712
388	0.2179023694
389	0.2168925025
390	0.2163035164
391	0.2154399199
392	0.2146570041
393	0.2140800542
394	0.213546833
395	0.2125990316
396	0.2122862202
397	0.2117658989
398	0.2112625779
399	0.2102951675
400	0.2098368558
401	0.2095843149
402	0.2086756898
403	0.2085986611
404	0.208080342
405	0.2069062764
406	0.2057139577
407	0.205543609
408	0.2045999983
409	0.2039461193
410	0.2028076708
411	0.2019400757
412	0.2017314507
413	0.2010350299
414	0.2007896161
415	0.1997635325
416	0.1996869676
417	0.1996344636
418	0.1989797335
419	0.1981819651
420	0.1977448367
421	0.1971827465
422	0.1966276053
423	0.1960612993
424	0.1952482576
425	0.1945886465
426	0.1935199765
427	0.1931352945
428	0.1924177273
429	0.1919511037
430	0.1915621172
431	0.1906246014
432	0.1898591072
433	0.1896176846
434	0.1887514548
435	0.1880050531
436	0.1876823941
437	0.1869426108
438	0.1866312475
439	0.1857944238
440	0.185108071
441	0.1846572298
442	0.1839675584
443	0.1829582627
444	0.1822042817
445	0.1811907518
446	0.1811181005
447	0.1805555801
448	0.1794926438
449	0.1787139982
450	0.1781071761
451	0.1777745788
452	0.1768345883
453	0.1765753999
454	0.176506396
455	0.176281025
456	0.175588394
457	0.1752474323
458	0.1748383414
459	0.1742678581
460	0.1736540665
461	0.1732927299
462	0.1731379353
463	0.1725852148
464	0.1715839204
465	0.1710084274
466	0.1701478935
467	0.1694112626
468	0.1688253792
469	0.1680360293
470	0.1678138403
471	0.1675149194
472	0.1674604253
473	0.1667903101
474	0.1661140447
475	0.1656818977
476	0.1654108826
477	0.165119267
478	0.1644296024
479	0.1641271926
480	0.1633685235
481	0.1626706374
482	0.1622463884
483	0.1617730397
484	0.1617313744
485	0.1610430718
486	0.1604664491
487	0.159574613
488	0.1588213187
489	0.1583164774
490	0.157927559
491	0.1573302899
492	0.1571031185
493	0.1563630462
494	0.1556842399
495	0.1553965005
496	0.1552052722
497	0.1547748545
498	0.1543083324
499	0.1537300283
500	0.1528152632
501	0.1527595448
502	0.1524898177
503	0.1522375649
504	0.1517951349
505	0.151329037
506	0.1507700142
507	0.1500772281
508	0.149347099
509	0.1489760753
510	0.1485242352
511	0.1480953635
512	0.1476292971
513	0.1471749468
514	0.1465299674
515	0.1462018825
516	0.14570284
517	0.1449985029
518	0.1446157734
519	0.144109044
520	0.1437737924
521	0.1432591541
522	0.1428952609
523	0.1422033275
524	0.141770565
525	0.1415794468
526	0.1415106374
527	0.1409229711
528	0.1403319211
529	0.1398583283
530	0.1396247548
531	0.1394893389
532	0.1392853425
533	0.138987528
534	0.1385784235
535	0.1380048726
536	0.137630603
537	0.13720123
538	0.13668661
539	0.1363351282
540	0.1358762802
