iter	Passed	Remaining
0	32	26151
1	37	15085
2	38	10335
3	40	8091
4	42	6748
5	44	5846
6	45	5202
7	47	4748
8	52	4609
9	55	4358
10	58	4217
11	60	3980
12	63	3823
13	66	3746
14	68	3609
15	71	3486
16	72	3360
17	76	3312
18	77	3205
19	80	3148
20	82	3059
21	85	3026
22	87	2969
23	89	2897
24	91	2831
25	93	2770
26	94	2711
27	96	2656
28	98	2606
29	99	2558
30	101	2513
31	103	2472
32	104	2421
33	105	2383
34	107	2350
35	109	2319
36	110	2287
37	112	2257
38	114	2241
39	118	2254
40	120	2227
41	122	2218
42	124	2193
43	126	2171
44	128	2149
45	131	2147
46	132	2127
47	136	2132
48	138	2115
49	140	2102
50	142	2090
51	144	2077
52	146	2069
53	149	2065
54	151	2054
55	153	2037
56	155	2022
57	157	2010
58	159	2004
59	161	1997
60	164	1989
61	168	2007
62	172	2018
63	175	2023
64	178	2020
65	180	2005
66	182	1991
67	183	1978
68	185	1964
69	187	1951
70	188	1937
71	190	1927
72	192	1915
73	194	1904
74	195	1892
75	197	1881
76	199	1870
77	200	1860
78	202	1849
79	204	1838
80	205	1828
81	207	1817
82	209	1807
83	210	1797
84	212	1787
85	214	1777
86	215	1765
87	217	1756
88	218	1748
89	220	1740
90	222	1732
91	223	1723
92	225	1715
93	227	1706
94	228	1698
95	230	1690
96	232	1682
97	234	1677
98	236	1675
99	238	1668
100	239	1660
101	241	1653
102	243	1647
103	245	1640
104	246	1633
105	248	1626
106	250	1619
107	251	1613
108	253	1607
109	255	1601
110	257	1597
111	258	1590
112	260	1584
113	262	1578
114	264	1573
115	265	1567
116	267	1561
117	269	1555
118	271	1551
119	272	1545
120	274	1540
121	276	1536
122	278	1531
123	279	1526
124	281	1520
125	283	1515
126	285	1510
127	286	1505
128	288	1500
129	290	1495
130	292	1492
131	294	1487
132	298	1497
133	301	1500
134	303	1495
135	309	1509
136	311	1505
137	312	1501
138	314	1496
139	316	1491
140	318	1487
141	320	1483
142	322	1480
143	323	1475
144	325	1470
145	327	1467
146	329	1463
147	331	1459
148	332	1454
149	334	1450
150	336	1446
151	338	1441
152	339	1437
153	342	1434
154	344	1432
155	345	1427
156	347	1423
157	349	1419
158	351	1416
159	353	1412
160	354	1408
161	356	1404
162	358	1399
163	359	1395
164	361	1391
165	363	1386
166	364	1383
167	366	1379
168	368	1375
169	370	1373
170	372	1369
171	376	1374
172	378	1372
173	380	1369
174	382	1365
175	387	1375
176	389	1372
177	391	1368
178	393	1365
179	395	1362
180	397	1358
181	401	1364
182	406	1370
183	409	1371
184	412	1370
185	414	1367
186	415	1363
187	417	1359
188	419	1355
189	421	1351
190	423	1349
191	425	1345
192	426	1342
193	428	1339
194	430	1335
195	432	1331
196	433	1328
197	435	1324
198	437	1320
199	438	1316
200	440	1313
201	442	1309
202	443	1305
203	445	1301
204	447	1297
205	448	1294
206	450	1291
207	452	1287
208	454	1284
209	455	1280
210	457	1277
211	459	1273
212	460	1270
213	462	1267
214	465	1265
215	467	1262
216	468	1259
217	470	1255
218	472	1252
219	473	1249
220	475	1245
221	477	1242
222	479	1240
223	481	1239
224	483	1236
225	485	1232
226	486	1229
227	488	1226
228	490	1222
229	492	1219
230	493	1216
231	495	1213
232	497	1209
233	498	1206
234	500	1203
235	502	1199
236	503	1196
237	505	1193
238	507	1190
239	508	1186
240	510	1183
241	512	1180
242	513	1177
243	515	1174
244	516	1170
245	518	1167
246	520	1164
247	522	1162
248	523	1159
249	525	1156
250	527	1153
251	528	1150
252	530	1147
253	532	1144
254	533	1141
255	535	1138
256	537	1135
257	539	1132
258	540	1129
259	542	1126
260	544	1123
261	545	1120
262	547	1117
263	549	1114
264	550	1112
265	552	1109
266	554	1106
267	555	1103
268	557	1100
269	559	1097
270	560	1094
271	562	1091
272	564	1088
273	565	1085
274	567	1083
275	569	1080
276	571	1078
277	572	1075
278	574	1072
279	576	1070
280	577	1067
281	579	1064
282	581	1061
283	582	1059
284	584	1056
285	586	1053
286	588	1051
287	589	1048
288	591	1046
289	593	1043
290	595	1041
291	596	1038
292	598	1035
293	600	1032
294	601	1030
295	603	1027
296	605	1024
297	606	1022
298	608	1019
299	610	1017
300	612	1014
301	613	1012
302	615	1009
303	617	1006
304	618	1004
305	620	1001
306	622	999
307	623	996
308	625	994
309	627	991
310	628	988
311	630	986
312	632	983
313	633	981
314	635	978
315	637	976
316	639	973
317	640	971
318	642	968
319	644	966
320	645	963
321	647	961
322	649	958
323	650	956
324	652	953
325	654	951
326	656	949
327	657	946
328	659	944
329	661	941
330	662	939
331	664	936
332	666	934
333	667	931
334	669	929
335	671	926
336	672	924
337	674	922
338	676	919
339	678	917
340	679	915
341	681	912
342	683	910
343	685	908
344	686	905
345	688	903
346	689	900
347	691	898
348	693	895
349	694	893
350	697	892
351	699	889
352	700	887
353	702	885
354	704	882
355	705	880
356	707	877
357	709	875
358	710	873
359	712	870
360	714	868
361	715	866
362	717	863
363	719	861
364	720	859
365	722	856
366	724	854
367	726	852
368	727	850
369	729	847
370	731	845
371	732	843
372	734	840
373	736	838
374	737	836
375	739	833
376	741	831
377	743	829
378	745	827
379	746	825
380	748	823
381	750	820
382	751	818
383	753	816
384	755	813
385	756	811
386	758	809
387	760	807
388	761	805
389	763	802
390	765	800
391	766	798
392	768	796
393	770	794
394	773	792
395	774	790
396	776	788
397	778	786
398	779	783
399	781	781
400	783	779
401	785	777
402	786	775
403	788	773
404	790	770
405	791	768
406	793	766
407	795	764
408	796	761
409	798	759
410	800	757
411	801	755
412	803	752
413	805	750
414	806	748
415	808	746
416	810	744
417	812	742
418	813	739
419	815	737
420	817	735
421	818	733
422	820	731
423	822	728
424	823	726
425	825	724
426	826	722
427	828	720
428	830	717
429	831	715
430	833	713
431	834	711
432	836	708
433	838	706
434	839	704
435	841	702
436	842	700
437	844	698
438	846	695
439	847	693
440	849	691
441	851	689
442	852	687
443	854	684
444	855	682
445	857	680
446	859	678
447	860	676
448	862	674
449	864	672
450	865	669
451	867	667
452	868	665
453	870	663
454	872	661
455	873	659
456	875	656
457	876	654
458	878	652
459	880	650
460	881	648
461	883	646
462	884	644
463	886	642
464	888	639
465	889	637
466	891	635
467	893	633
468	895	631
469	896	629
470	898	627
471	899	625
472	901	623
473	903	621
474	904	619
475	906	616
476	908	614
477	909	612
478	911	610
479	912	608
480	914	606
481	916	604
482	917	602
483	919	600
484	920	598
485	922	596
486	924	593
487	925	591
488	927	589
489	928	587
490	930	585
491	932	583
492	933	581
493	935	579
494	937	577
495	938	575
496	940	573
497	942	571
498	943	569
499	945	567
500	947	565
501	948	563
502	950	561
503	951	559
504	953	557
505	955	554
506	956	552
507	958	550
508	960	548
509	961	546
510	963	544
511	964	542
512	966	540
513	968	538
514	969	536
515	971	534
516	973	532
517	979	533
518	983	532
519	991	534
520	1159	620
521	1202	640
522	1208	639
523	1209	637
524	1211	634
525	1213	632
526	1215	629
527	1216	626
528	1218	624
529	1220	621
530	1222	619
531	1224	616
532	1226	614
533	1227	611
534	1229	609
535	1231	606
536	1236	605
537	1239	603
538	1242	601
539	1246	600
540	1252	599
541	1256	598
542	1259	595
543	1261	593
544	1265	591
545	1267	589
546	1269	587
547	1271	584
548	1273	582
549	1275	579
550	1278	577
551	1280	575
552	1281	572
553	1284	570
554	1287	568
555	1291	566
556	1295	565
557	1298	563
558	1302	561
559	1305	559
560	1307	557
561	1309	554
562	1312	552
563	1315	550
564	1318	548
565	1321	546
566	1324	544
567	1326	541
568	1328	539
569	1329	536
570	1331	534
571	1334	531
572	1339	530
573	1342	528
574	1344	526
575	1346	523
576	1348	521
577	1350	518
578	1352	516
579	1354	513
580	1356	511
581	1357	508
582	1359	506
583	1361	503
584	1363	501
585	1365	498
586	1367	496
587	1369	493
588	1371	491
589	1373	488
590	1374	486
591	1376	483
592	1378	481
593	1380	478
594	1382	476
595	1384	473
596	1386	471
597	1388	468
598	1389	466
599	1391	463
600	1393	461
601	1395	458
602	1396	456
603	1398	453
604	1400	451
605	1401	448
606	1403	446
607	1405	443
608	1407	441
609	1408	438
610	1410	436
611	1412	433
612	1413	431
613	1415	428
614	1417	426
615	1419	423
616	1420	421
617	1422	418
618	1424	416
619	1426	414
620	1427	411
621	1429	409
622	1431	406
623	1433	404
624	1435	401
625	1436	399
626	1438	396
627	1440	394
628	1442	392
629	1443	389
630	1445	387
631	1446	384
632	1448	382
633	1450	379
634	1451	377
635	1453	374
636	1455	372
637	1457	370
638	1459	367
639	1461	365
640	1463	363
641	1465	360
642	1467	358
643	1468	355
644	1470	353
645	1472	350
646	1473	348
647	1475	346
648	1477	343
649	1478	341
650	1480	338
651	1482	336
652	1484	334
653	1486	331
654	1487	329
655	1489	326
656	1491	324
657	1492	322
658	1494	319
659	1496	317
660	1497	314
661	1499	312
662	1501	310
663	1502	307
664	1504	305
665	1506	303
666	1507	300
667	1509	298
668	1511	295
669	1512	293
670	1514	291
671	1516	288
672	1517	286
673	1519	284
674	1521	281
675	1522	279
676	1524	276
677	1526	274
678	1527	272
679	1529	269
680	1531	267
681	1533	265
682	1536	263
683	1537	260
684	1539	258
685	1541	256
686	1542	253
687	1546	251
688	1548	249
689	1550	247
690	1552	244
691	1553	242
692	1555	240
693	1557	237
694	1558	235
695	1560	233
696	1562	230
697	1563	228
698	1565	226
699	1567	223
700	1568	221
701	1570	219
702	1572	216
703	1573	214
704	1575	212
705	1577	209
706	1578	207
707	1580	205
708	1582	203
709	1584	200
710	1585	198
711	1588	196
712	1590	194
713	1592	191
714	1594	189
715	1595	187
716	1597	184
717	1599	182
718	1600	180
719	1602	178
720	1604	175
721	1606	173
722	1607	171
723	1609	168
724	1611	166
725	1613	164
726	1615	162
727	1617	159
728	1618	157
729	1620	155
730	1622	153
731	1624	150
732	1626	148
733	1627	146
734	1629	144
735	1631	141
736	1633	139
737	1634	137
738	1636	135
739	1638	132
740	1639	130
741	1641	128
742	1643	126
743	1644	123
744	1646	121
745	1648	119
746	1649	117
747	1651	114
748	1653	112
749	1654	110
750	1656	108
751	1658	105
752	1659	103
753	1661	101
754	1663	99
755	1664	96
756	1666	94
757	1668	92
758	1670	90
759	1671	87
760	1673	85
761	1675	83
762	1677	81
763	1678	79
764	1680	76
765	1682	74
766	1684	72
767	1685	70
768	1687	68
769	1689	65
770	1691	63
771	1693	61
772	1694	59
773	1696	56
