app_id;status_3;status_20;status_30;status_60
000001137;1.0;1.0;1.0;1.0
000001129;1.0;1.0;1.0;1.0
000001095;0.0;0.0;0.0;0.0
000001145;1.0;1.0;1.0;1.0
000001149;0.0;0.0;0.0;0.0
000001088;1.0;0.0;0.0;0.0
000001151;1.0;1.0;1.0;1.0
000001153;1.0;1.0;1.0;1.0
000001159;1.0;1.0;1.0;1.0
000001179;0.0;0.0;0.0;0.0
000001180;1.0;1.0;1.0;1.0
000001186;1.0;0.0;0.0;0.0
000001187;1.0;1.0;1.0;1.0
000001204;1.0;1.0;1.0;1.0
000001219;1.0;1.0;1.0;1.0
000001208;1.0;1.0;1.0;1.0
000001232;1.0;1.0;1.0;1.0
000001230;0.0;0.0;0.0;0.0
000001258;0.0;0.0;0.0;0.0
000001244;1.0;0.0;0.0;0.0
000001271;0.0;0.0;0.0;0.0
000001268;1.0;1.0;1.0;1.0
000001272;0.0;0.0;0.0;0.0
000001274;1.0;1.0;1.0;1.0
000001143;1.0;1.0;1.0;1.0
000001292;1.0;1.0;1.0;1.0
000001314;0.0;0.0;0.0;0.0
000001209;0.0;0.0;0.0;0.0
000001310;1.0;1.0;1.0;1.0
000001316;1.0;1.0;1.0;1.0
000001325;0.0;0.0;0.0;0.0
000001205;1.0;1.0;1.0;1.0
000001309;1.0;1.0;1.0;1.0
000001388;1.0;0.0;0.0;0.0
000001391;0.0;0.0;0.0;0.0
000001392;1.0;1.0;1.0;1.0
000001357;1.0;1.0;1.0;1.0
000001395;0.0;0.0;0.0;0.0
000001387;1.0;1.0;1.0;1.0
000001340;1.0;1.0;1.0;1.0
000001399;1.0;1.0;1.0;1.0
000001361;1.0;0.0;0.0;0.0
000001464;0.0;0.0;0.0;0.0
000001505;1.0;1.0;1.0;1.0
000001494;0.0;0.0;0.0;0.0
000001515;0.0;0.0;0.0;0.0
000001477;1.0;1.0;1.0;1.0
000001522;0.0;0.0;0.0;0.0
000001485;1.0;1.0;1.0;1.0
000001523;1.0;1.0;1.0;1.0
000001558;0.0;0.0;0.0;0.0
000001545;1.0;0.0;0.0;0.0
000001550;0.0;0.0;0.0;0.0
000001564;1.0;0.0;0.0;0.0
000001555;1.0;1.0;1.0;1.0
000001565;1.0;1.0;1.0;1.0
000001579;0.0;0.0;0.0;0.0
000001588;1.0;0.0;0.0;0.0
000001594;0.0;0.0;0.0;0.0
000001602;0.0;0.0;0.0;0.0
000001627;0.0;0.0;0.0;0.0
000001624;0.0;0.0;0.0;0.0
000001651;0.0;0.0;0.0;0.0
000001653;1.0;1.0;1.0;1.0
000001652;1.0;1.0;1.0;0.0
000001666;1.0;1.0;1.0;1.0
000001668;1.0;1.0;0.0;0.0
000001655;1.0;1.0;1.0;1.0
000001667;1.0;1.0;1.0;1.0
000001675;0.0;0.0;0.0;0.0
000001679;1.0;1.0;1.0;1.0
000001682;0.0;0.0;0.0;0.0
000001630;0.0;0.0;0.0;0.0
000001676;1.0;1.0;1.0;1.0
000001702;1.0;1.0;1.0;1.0
000001696;1.0;1.0;1.0;1.0
000001712;1.0;1.0;1.0;1.0
000001705;0.0;0.0;0.0;0.0
000001726;1.0;1.0;1.0;1.0
000001725;1.0;1.0;1.0;1.0
000001738;1.0;0.0;0.0;0.0
000001724;1.0;1.0;1.0;1.0
000001732;1.0;1.0;1.0;1.0
000001730;0.0;0.0;0.0;0.0
000001719;1.0;1.0;1.0;1.0
000001750;0.0;0.0;0.0;0.0
000001754;0.0;0.0;0.0;0.0
000001756;0.0;0.0;0.0;0.0
000001749;0.0;0.0;0.0;0.0
000001766;0.0;0.0;0.0;0.0
000001782;1.0;1.0;1.0;1.0
000001824;1.0;0.0;0.0;0.0
000001775;1.0;1.0;1.0;1.0
000001787;1.0;1.0;1.0;1.0
000001825;1.0;1.0;1.0;0.0
000001826;0.0;0.0;0.0;0.0
000001812;1.0;1.0;1.0;1.0
000001837;0.0;0.0;0.0;0.0
000001809;0.0;0.0;0.0;0.0
000001839;1.0;1.0;1.0;1.0
000001841;0.0;0.0;0.0;0.0
000001843;0.0;0.0;0.0;0.0
000001847;0.0;0.0;0.0;0.0
000001852;1.0;1.0;1.0;1.0
000001884;1.0;0.0;0.0;0.0
000001887;0.0;0.0;0.0;0.0
000001871;1.0;1.0;1.0;0.0
000001895;1.0;1.0;1.0;1.0
000001898;0.0;0.0;0.0;0.0
000001903;1.0;0.0;0.0;0.0
000001867;0.0;0.0;0.0;0.0
000001939;0.0;0.0;0.0;0.0
000001945;1.0;1.0;1.0;1.0
000001955;1.0;1.0;0.0;0.0
000001948;1.0;1.0;1.0;1.0
000001966;1.0;1.0;0.0;0.0
000001911;1.0;1.0;1.0;1.0
000001965;1.0;1.0;1.0;1.0
000001970;0.0;0.0;0.0;0.0
000001975;1.0;1.0;1.0;1.0
000001930;1.0;1.0;1.0;1.0
000001993;0.0;0.0;0.0;0.0
000001996;1.0;1.0;1.0;1.0
000001995;1.0;1.0;1.0;1.0
000002014;1.0;0.0;0.0;0.0
000002016;1.0;1.0;1.0;1.0
000002022;1.0;0.0;0.0;0.0
000002002;1.0;1.0;1.0;1.0
000002026;0.0;0.0;0.0;0.0
000002031;0.0;0.0;0.0;0.0
000002037;1.0;1.0;1.0;1.0
000002049;1.0;0.0;0.0;0.0
000002054;1.0;1.0;1.0;1.0
000002080;0.0;0.0;0.0;0.0
000002071;0.0;0.0;0.0;0.0
000002086;0.0;0.0;0.0;0.0
000002090;1.0;1.0;1.0;1.0
000002092;1.0;1.0;1.0;1.0
000002091;0.0;0.0;0.0;0.0
000002077;1.0;1.0;1.0;1.0
000002098;1.0;1.0;1.0;1.0
000002096;0.0;0.0;0.0;0.0
000002106;0.0;0.0;0.0;0.0
000002112;0.0;0.0;0.0;0.0
000002117;1.0;1.0;1.0;1.0
000001829;0.0;0.0;0.0;0.0
000002121;1.0;1.0;1.0;1.0
000002130;0.0;0.0;0.0;0.0
000002161;1.0;0.0;0.0;0.0
000002162;0.0;0.0;0.0;0.0
000002166;1.0;1.0;1.0;1.0
000002172;1.0;1.0;1.0;0.0
000002191;1.0;1.0;1.0;1.0
000002193;1.0;1.0;1.0;1.0
000002248;1.0;1.0;1.0;1.0
000002246;0.0;0.0;0.0;0.0
000002251;1.0;1.0;1.0;0.0
000002250;1.0;1.0;1.0;1.0
000002286;1.0;1.0;1.0;1.0
000002290;0.0;0.0;0.0;0.0
000002296;0.0;0.0;0.0;0.0
000002315;0.0;0.0;0.0;0.0
000002322;0.0;0.0;0.0;0.0
000002328;1.0;1.0;1.0;1.0
000002330;0.0;0.0;0.0;0.0
000002323;0.0;0.0;0.0;0.0
000002332;1.0;1.0;1.0;1.0
000002338;0.0;0.0;0.0;0.0
000002340;0.0;0.0;0.0;0.0
000002357;0.0;0.0;0.0;0.0
000002360;1.0;1.0;1.0;1.0
000002362;1.0;1.0;1.0;1.0
000002377;1.0;1.0;1.0;0.0
000002378;0.0;0.0;0.0;0.0
000002385;1.0;0.0;0.0;0.0
000002392;1.0;1.0;1.0;1.0
000002376;1.0;1.0;1.0;0.0
000002406;1.0;1.0;1.0;1.0
000002369;0.0;0.0;0.0;0.0
000002413;1.0;1.0;1.0;1.0
000002472;1.0;0.0;0.0;0.0
000002440;1.0;1.0;1.0;1.0
000002447;1.0;1.0;1.0;1.0
000002479;0.0;0.0;0.0;0.0
000002471;1.0;1.0;1.0;1.0
000002481;1.0;1.0;1.0;1.0
000002490;1.0;1.0;1.0;1.0
000002495;1.0;1.0;1.0;1.0
000002497;1.0;0.0;0.0;0.0
000002499;1.0;1.0;1.0;1.0
000002500;0.0;0.0;0.0;0.0
000002503;0.0;0.0;0.0;0.0
000002431;1.0;1.0;1.0;1.0
000002515;1.0;1.0;1.0;1.0
000002520;1.0;1.0;1.0;1.0
000002521;0.0;0.0;0.0;0.0
000002533;1.0;1.0;1.0;1.0
000002554;1.0;0.0;0.0;0.0
000002568;0.0;0.0;0.0;0.0
000002571;1.0;1.0;1.0;1.0
000002558;1.0;1.0;1.0;0.0
000002561;0.0;0.0;0.0;0.0
000002590;0.0;0.0;0.0;0.0
000002586;0.0;0.0;0.0;0.0
000002611;1.0;0.0;0.0;0.0
000002617;1.0;1.0;1.0;1.0
000002633;1.0;1.0;1.0;1.0
000002654;1.0;1.0;1.0;1.0
000002657;0.0;0.0;0.0;0.0
000002671;1.0;1.0;1.0;1.0
000002678;1.0;0.0;0.0;0.0
000002715;1.0;1.0;1.0;1.0
000002716;0.0;0.0;0.0;0.0
000002719;0.0;0.0;0.0;0.0
000002723;1.0;1.0;1.0;1.0
000002737;1.0;1.0;1.0;0.0
000002736;1.0;1.0;1.0;1.0
000002739;0.0;0.0;0.0;0.0
000002742;1.0;1.0;1.0;1.0
000002767;1.0;1.0;1.0;1.0
000002769;0.0;0.0;0.0;0.0
000002778;1.0;1.0;1.0;1.0
000002785;0.0;0.0;0.0;0.0
000002795;1.0;1.0;1.0;1.0
000002808;1.0;1.0;1.0;1.0
000002816;0.0;0.0;0.0;0.0
000002820;0.0;0.0;0.0;0.0
000002837;0.0;0.0;0.0;0.0
000002836;1.0;1.0;1.0;0.0
000002841;1.0;1.0;1.0;1.0
000002850;1.0;1.0;1.0;1.0
000002879;0.0;0.0;0.0;0.0
000002903;1.0;1.0;1.0;1.0
000002901;1.0;1.0;1.0;1.0
000002917;1.0;1.0;1.0;1.0
000002918;0.0;0.0;0.0;0.0
000002920;0.0;0.0;0.0;0.0
000002922;0.0;0.0;0.0;0.0
000002937;0.0;0.0;0.0;0.0
000002962;1.0;1.0;1.0;1.0
000002980;1.0;1.0;1.0;1.0
000003000;1.0;1.0;1.0;1.0
000002983;0.0;0.0;0.0;0.0
000002748;0.0;0.0;0.0;0.0
000003008;0.0;0.0;0.0;0.0
000003019;1.0;1.0;1.0;1.0
000003004;1.0;1.0;1.0;1.0
000003002;0.0;0.0;0.0;0.0
000003006;1.0;1.0;1.0;1.0
000003057;1.0;1.0;1.0;1.0
000003058;1.0;0.0;0.0;0.0
000003082;1.0;0.0;0.0;0.0
000003089;1.0;1.0;1.0;1.0
000003147;0.0;0.0;0.0;0.0
000002897;1.0;1.0;1.0;1.0
000003106;1.0;1.0;1.0;1.0
000003175;0.0;0.0;0.0;0.0
000003189;1.0;0.0;0.0;0.0
000003191;0.0;0.0;0.0;0.0
000003195;1.0;1.0;1.0;1.0
000003178;0.0;0.0;0.0;0.0
000003207;1.0;1.0;1.0;1.0
000003215;0.0;0.0;0.0;0.0
000003227;1.0;1.0;1.0;1.0
000003218;0.0;0.0;0.0;0.0
000003101;1.0;1.0;1.0;1.0
000003233;1.0;1.0;1.0;1.0
000003306;1.0;1.0;1.0;1.0
000003307;0.0;0.0;0.0;0.0
000003111;0.0;0.0;0.0;0.0
000003334;0.0;0.0;0.0;0.0
000003252;1.0;1.0;1.0;1.0
000003264;0.0;0.0;0.0;0.0
000003269;1.0;1.0;1.0;1.0
000003293;0.0;0.0;0.0;0.0
000003308;0.0;0.0;0.0;0.0
000003379;0.0;0.0;0.0;0.0
000003376;1.0;1.0;1.0;1.0
000003347;0.0;0.0;0.0;0.0
000003365;0.0;0.0;0.0;0.0
000003216;1.0;0.0;0.0;0.0
000003158;0.0;0.0;0.0;0.0
000003399;0.0;0.0;0.0;0.0
000003084;1.0;0.0;0.0;0.0
000003405;0.0;0.0;0.0;0.0
000003225;1.0;1.0;1.0;1.0
000003142;1.0;1.0;1.0;1.0
000003420;1.0;0.0;0.0;0.0
000003424;0.0;0.0;0.0;0.0
000003428;1.0;1.0;1.0;1.0
000003426;0.0;0.0;0.0;0.0
000003430;0.0;0.0;0.0;0.0
000003437;0.0;0.0;0.0;0.0
000003436;1.0;1.0;1.0;1.0
000003461;1.0;1.0;1.0;1.0
000003462;1.0;1.0;1.0;1.0
000003457;0.0;0.0;0.0;0.0
000003451;0.0;0.0;0.0;0.0
000003482;1.0;1.0;1.0;1.0
000003490;1.0;0.0;0.0;0.0
000003504;0.0;0.0;0.0;0.0
000003259;1.0;1.0;1.0;1.0
000002941;0.0;0.0;0.0;0.0
000003541;1.0;1.0;1.0;1.0
000003540;1.0;1.0;1.0;1.0
000003587;1.0;1.0;1.0;1.0
000003592;1.0;1.0;1.0;1.0
000003609;1.0;0.0;0.0;0.0
000003629;0.0;0.0;0.0;0.0
000003658;0.0;0.0;0.0;0.0
000003630;1.0;1.0;1.0;1.0
000003641;1.0;0.0;0.0;0.0
000003665;1.0;1.0;1.0;1.0
000003675;0.0;0.0;0.0;0.0
000003676;1.0;1.0;1.0;1.0
000003679;0.0;0.0;0.0;0.0
000003684;1.0;1.0;1.0;1.0
000003699;1.0;1.0;1.0;1.0
000003703;1.0;1.0;1.0;1.0
000003741;0.0;0.0;0.0;0.0
000003768;1.0;1.0;1.0;1.0
000003767;0.0;0.0;0.0;0.0
000003748;0.0;0.0;0.0;0.0
000003772;1.0;1.0;1.0;1.0
000003784;0.0;0.0;0.0;0.0
000003793;1.0;1.0;1.0;1.0
000003813;0.0;0.0;0.0;0.0
000003844;0.0;0.0;0.0;0.0
000003845;0.0;0.0;0.0;0.0
000003850;0.0;0.0;0.0;0.0
000003852;1.0;1.0;1.0;1.0
000003856;1.0;1.0;1.0;1.0
000003869;1.0;1.0;1.0;1.0
000003877;1.0;1.0;1.0;1.0
000003880;0.0;0.0;0.0;0.0
000003883;1.0;1.0;1.0;1.0
000003898;1.0;1.0;1.0;1.0
000003905;1.0;0.0;0.0;0.0
000003916;1.0;1.0;1.0;1.0
000003919;1.0;1.0;1.0;1.0
000003789;0.0;0.0;0.0;0.0
000003973;1.0;1.0;1.0;1.0
000003978;1.0;1.0;1.0;1.0
000003979;1.0;1.0;1.0;1.0
000003980;1.0;1.0;1.0;1.0
000003993;0.0;0.0;0.0;0.0
000003997;1.0;1.0;1.0;1.0
000003996;0.0;0.0;0.0;0.0
000003999;1.0;1.0;1.0;0.0
000004003;0.0;0.0;0.0;0.0
000003948;0.0;0.0;0.0;0.0
000004039;1.0;1.0;1.0;1.0
000004044;1.0;1.0;1.0;1.0
000004047;1.0;0.0;0.0;0.0
000004052;0.0;0.0;0.0;0.0
000004055;1.0;1.0;0.0;0.0
000004060;0.0;0.0;0.0;0.0
000004077;1.0;1.0;1.0;1.0
000004085;0.0;0.0;0.0;0.0
000004066;0.0;0.0;0.0;0.0
000004088;1.0;1.0;1.0;1.0
000004090;1.0;1.0;1.0;1.0
000004091;1.0;1.0;1.0;1.0
000004081;0.0;0.0;0.0;0.0
000004102;1.0;1.0;1.0;1.0
000004103;1.0;1.0;1.0;1.0
000004101;1.0;1.0;1.0;1.0
000004110;1.0;0.0;0.0;0.0
000004132;0.0;0.0;0.0;0.0
000004138;1.0;1.0;1.0;1.0
000004135;1.0;1.0;1.0;1.0
000004148;0.0;0.0;0.0;0.0
000004162;0.0;0.0;0.0;0.0
000004182;1.0;1.0;1.0;1.0
000004201;1.0;1.0;1.0;1.0
000004209;0.0;0.0;0.0;0.0
000004205;1.0;1.0;1.0;1.0
000004214;0.0;0.0;0.0;0.0
000004218;1.0;1.0;1.0;1.0
000004253;0.0;0.0;0.0;0.0
000004287;0.0;0.0;0.0;0.0
000004323;0.0;0.0;0.0;0.0
000004330;1.0;1.0;1.0;1.0
000004368;0.0;0.0;0.0;0.0
000004372;1.0;1.0;1.0;1.0
000004376;0.0;0.0;0.0;0.0
000004389;0.0;0.0;0.0;0.0
000004402;1.0;1.0;1.0;1.0
000004404;0.0;0.0;0.0;0.0
000004406;1.0;1.0;1.0;1.0
000004426;1.0;0.0;0.0;0.0
000004454;0.0;0.0;0.0;0.0
000004430;1.0;1.0;1.0;1.0
000004429;1.0;0.0;0.0;0.0
000004421;0.0;0.0;0.0;0.0
000004470;1.0;1.0;0.0;0.0
000004472;1.0;1.0;1.0;1.0
000004476;1.0;1.0;1.0;1.0
000004482;0.0;0.0;0.0;0.0
000004497;0.0;0.0;0.0;0.0
000004509;0.0;0.0;0.0;0.0
000004526;1.0;1.0;1.0;1.0
000004531;1.0;1.0;1.0;1.0
000004542;1.0;1.0;1.0;1.0
000004557;1.0;0.0;0.0;0.0
000004576;1.0;1.0;1.0;1.0
000004591;1.0;1.0;1.0;1.0
000004598;1.0;0.0;0.0;0.0
000004458;0.0;0.0;0.0;0.0
000004628;1.0;0.0;0.0;0.0
000004603;0.0;0.0;0.0;0.0
000004634;1.0;1.0;0.0;0.0
000004615;1.0;1.0;1.0;1.0
000004647;0.0;0.0;0.0;0.0
000004657;1.0;1.0;1.0;0.0
000004671;0.0;0.0;0.0;0.0
000004680;1.0;1.0;1.0;1.0
000004695;1.0;1.0;1.0;1.0
000004710;1.0;0.0;0.0;0.0
000004714;1.0;1.0;1.0;1.0
000004711;1.0;0.0;0.0;0.0
000004712;1.0;1.0;1.0;1.0
000004745;0.0;0.0;0.0;0.0
000004803;0.0;0.0;0.0;0.0
000004821;1.0;0.0;0.0;0.0
000004808;1.0;1.0;1.0;1.0
000004828;1.0;1.0;1.0;1.0
000004830;1.0;1.0;1.0;1.0
000004842;0.0;0.0;0.0;0.0
000004860;1.0;1.0;1.0;1.0
000004875;1.0;0.0;0.0;0.0
000004877;1.0;0.0;0.0;0.0
000004870;1.0;1.0;1.0;1.0
000004892;1.0;1.0;1.0;1.0
000004882;1.0;1.0;1.0;1.0
000004900;0.0;0.0;0.0;0.0
000004916;0.0;0.0;0.0;0.0
000004897;0.0;0.0;0.0;0.0
000004955;0.0;0.0;0.0;0.0
000004943;1.0;1.0;1.0;1.0
000004985;1.0;1.0;1.0;1.0
000004998;0.0;0.0;0.0;0.0
000005015;0.0;0.0;0.0;0.0
000005021;0.0;0.0;0.0;0.0
000005035;0.0;0.0;0.0;0.0
000005039;1.0;0.0;0.0;0.0
000005046;1.0;1.0;1.0;1.0
000005048;1.0;1.0;1.0;1.0
000005043;0.0;0.0;0.0;0.0
000005049;0.0;0.0;0.0;0.0
000005056;0.0;0.0;0.0;0.0
000005059;0.0;0.0;0.0;0.0
000005071;1.0;1.0;1.0;1.0
000005074;1.0;1.0;1.0;1.0
000005087;0.0;0.0;0.0;0.0
000005083;0.0;0.0;0.0;0.0
000005093;0.0;0.0;0.0;0.0
000005095;0.0;0.0;0.0;0.0
000005123;1.0;1.0;1.0;1.0
000005129;1.0;1.0;0.0;0.0
000005113;0.0;0.0;0.0;0.0
000005118;0.0;0.0;0.0;0.0
000005171;1.0;1.0;1.0;1.0
000005179;1.0;1.0;1.0;1.0
000005177;1.0;1.0;1.0;1.0
000005157;0.0;0.0;0.0;0.0
000005190;0.0;0.0;0.0;0.0
000005214;0.0;0.0;0.0;0.0
000005212;1.0;1.0;1.0;1.0
000005233;1.0;1.0;1.0;1.0
000005231;1.0;1.0;1.0;1.0
000005241;1.0;1.0;1.0;1.0
000005234;1.0;1.0;1.0;1.0
000005267;0.0;0.0;0.0;0.0
000005265;0.0;0.0;0.0;0.0
000005271;0.0;0.0;0.0;0.0
000005279;1.0;1.0;1.0;1.0
000005284;1.0;1.0;1.0;1.0
000005172;0.0;0.0;0.0;0.0
000005287;1.0;1.0;1.0;1.0
000005308;1.0;1.0;1.0;1.0
000005310;1.0;1.0;1.0;1.0
000005341;0.0;0.0;0.0;0.0
000005242;1.0;1.0;0.0;0.0
000005346;1.0;1.0;1.0;1.0
000005372;1.0;1.0;0.0;0.0
000005373;1.0;1.0;1.0;1.0
000005374;1.0;1.0;1.0;1.0
000005392;1.0;1.0;1.0;1.0
000005407;0.0;0.0;0.0;0.0
000005424;1.0;1.0;1.0;1.0
000005440;1.0;1.0;1.0;1.0
000005442;1.0;1.0;1.0;1.0
000005447;1.0;0.0;0.0;0.0
000005454;0.0;0.0;0.0;0.0
000005461;0.0;0.0;0.0;0.0
000005465;1.0;0.0;0.0;0.0
000005415;0.0;0.0;0.0;0.0
000005469;0.0;0.0;0.0;0.0
000005471;1.0;0.0;0.0;0.0
000005473;1.0;0.0;0.0;0.0
000005426;0.0;0.0;0.0;0.0
000005474;1.0;1.0;1.0;1.0
000005487;0.0;0.0;0.0;0.0
000005501;0.0;0.0;0.0;0.0
000005497;1.0;1.0;1.0;1.0
000005512;1.0;1.0;1.0;1.0
000005516;1.0;1.0;1.0;1.0
000005532;0.0;0.0;0.0;0.0
000005546;0.0;0.0;0.0;0.0
000005553;1.0;1.0;1.0;1.0
000005281;1.0;1.0;0.0;0.0
000005589;0.0;0.0;0.0;0.0
000005611;0.0;0.0;0.0;0.0
000005648;1.0;1.0;1.0;1.0
000005550;1.0;1.0;1.0;1.0
000005544;1.0;1.0;1.0;1.0
000005562;1.0;1.0;1.0;1.0
000005565;0.0;0.0;0.0;0.0
000005670;1.0;0.0;0.0;0.0
000005674;1.0;1.0;1.0;1.0
000005675;1.0;1.0;1.0;1.0
000005681;1.0;0.0;0.0;0.0
000005680;1.0;1.0;1.0;1.0
000005693;1.0;1.0;1.0;1.0
000005700;1.0;1.0;1.0;0.0
000005743;1.0;1.0;1.0;1.0
000005737;1.0;1.0;1.0;1.0
000005750;1.0;1.0;1.0;1.0
000005720;1.0;1.0;1.0;1.0
000005753;0.0;0.0;0.0;0.0
000005755;0.0;0.0;0.0;0.0
000005764;0.0;0.0;0.0;0.0
000005763;0.0;0.0;0.0;0.0
000005769;1.0;1.0;0.0;0.0
000005816;1.0;1.0;1.0;1.0
000005820;1.0;1.0;1.0;1.0
000005789;1.0;1.0;1.0;1.0
000005799;0.0;0.0;0.0;0.0
000005843;1.0;0.0;0.0;0.0
000005831;1.0;1.0;1.0;1.0
000005828;1.0;1.0;1.0;1.0
000005835;1.0;1.0;1.0;1.0
000005815;1.0;1.0;1.0;1.0
000005840;1.0;1.0;1.0;1.0
000005813;0.0;0.0;0.0;0.0
000005809;1.0;1.0;1.0;1.0
000005862;0.0;0.0;0.0;0.0
000005889;0.0;0.0;0.0;0.0
000005887;0.0;0.0;0.0;0.0
000005890;0.0;0.0;0.0;0.0
000005576;1.0;1.0;1.0;1.0
000005894;1.0;1.0;1.0;1.0
000005897;0.0;0.0;0.0;0.0
000005592;1.0;0.0;0.0;0.0
000005905;1.0;1.0;1.0;1.0
000005928;0.0;0.0;0.0;0.0
000005930;1.0;0.0;0.0;0.0
000005933;1.0;1.0;1.0;1.0
