iter	Logloss
0	0.6860213725
1	0.6817191306
2	0.6742926534
3	0.6671624069
4	0.6631420354
5	0.6585457406
6	0.654016363
7	0.6493406576
8	0.6432948302
9	0.6383619792
10	0.6326897996
11	0.6284431966
12	0.6236083166
13	0.6183176519
14	0.6124621456
15	0.6079349354
16	0.6031094567
17	0.5995370381
18	0.5964542771
19	0.5937890196
20	0.5913921941
21	0.5891152268
22	0.5854018734
23	0.5810799934
24	0.5781237889
25	0.575619996
26	0.5730405136
27	0.5703674561
28	0.568467944
29	0.5656458346
30	0.5636974948
31	0.5613983558
32	0.5574245873
33	0.5552013041
34	0.5519509474
35	0.5499954068
36	0.5467136745
37	0.5452841095
38	0.5432410018
39	0.5413300806
40	0.5398823029
41	0.537286499
42	0.5348329319
43	0.5330598144
44	0.5310390413
45	0.5297556458
46	0.5274582378
47	0.5260631264
48	0.5244463213
49	0.5225989334
50	0.5211957667
51	0.5190489225
52	0.516488184
53	0.5148819442
54	0.512482703
55	0.5106091529
56	0.5087891461
57	0.5066314581
58	0.5050743152
59	0.5041528711
60	0.5022630902
61	0.5007326701
62	0.4999816789
63	0.4985302915
64	0.4954930245
65	0.4940837946
66	0.492465987
67	0.4912856446
68	0.4897260283
69	0.4888507743
70	0.4880234627
71	0.4860290888
72	0.4839944219
73	0.4826193652
74	0.4805111668
75	0.4788534166
76	0.4761377076
77	0.4750727486
78	0.4735198053
79	0.4712209432
80	0.4686932327
81	0.4662089745
82	0.4640099849
83	0.4629061752
84	0.4616481069
85	0.4610891459
86	0.4602345921
87	0.4592502316
88	0.4574834393
89	0.4568455829
90	0.455621506
91	0.4543309637
92	0.4537696848
93	0.452896561
94	0.4519380324
95	0.4495820359
96	0.4476004304
97	0.4464214441
98	0.4448984168
99	0.4432775501
100	0.4423148501
101	0.4402849886
102	0.4392174163
103	0.4382425841
104	0.4370764847
105	0.4364470538
106	0.4361737305
107	0.4345053615
108	0.4340060482
109	0.4329437783
110	0.4315003894
111	0.4304294959
112	0.429338555
113	0.4272991766
114	0.4264691643
115	0.4247069805
116	0.424100616
117	0.4231522843
118	0.4219245928
119	0.4207392117
120	0.419308091
121	0.4183246362
122	0.4179519894
123	0.4166774816
124	0.4157960831
125	0.4154472126
126	0.4144414048
127	0.4126896932
128	0.4113950065
129	0.4103625353
130	0.4087223918
131	0.4082807981
132	0.407375468
133	0.4059135542
134	0.4051560026
135	0.4039854298
136	0.4024204806
137	0.401758081
138	0.4009961278
139	0.4002220691
140	0.3987949187
141	0.3979651574
142	0.3967606383
143	0.3954260792
144	0.3933875755
145	0.3920691424
146	0.3911981781
147	0.3895991749
148	0.3884745287
149	0.3876472597
150	0.3870869611
151	0.3866088903
152	0.386087414
153	0.3854963038
154	0.3850387834
155	0.3845755375
156	0.3836722755
157	0.3824702148
158	0.3806125454
159	0.3798722621
160	0.3778317496
161	0.3773712273
162	0.3757342748
163	0.373538656
164	0.3720234906
165	0.3705632878
166	0.3687081832
167	0.3680179464
168	0.3666846955
169	0.3652136599
170	0.3645375305
171	0.3624910938
172	0.361572978
173	0.3610178416
174	0.3606242055
175	0.3599305711
176	0.3592240456
177	0.3580160049
178	0.3570380738
179	0.3558598769
180	0.3541878576
181	0.3531678063
182	0.3521791569
183	0.3508880228
184	0.349396521
185	0.3475990833
186	0.3461694732
187	0.3452762025
188	0.3444558833
189	0.3438070186
190	0.3406582929
191	0.3395477459
192	0.3384442571
193	0.3370053974
194	0.335354534
195	0.3340381378
196	0.3338486023
197	0.3323551977
198	0.3313623484
199	0.3301138232
200	0.3275047726
201	0.3264252337
202	0.3246557325
203	0.3230060999
204	0.3209887578
205	0.3191772147
206	0.3180508457
207	0.3166304348
208	0.3157035743
209	0.314755631
210	0.313986022
211	0.3129823822
212	0.3110424978
213	0.3104481964
214	0.3090174283
215	0.3084172487
216	0.307676235
217	0.3063588667
218	0.3051173355
219	0.304784587
220	0.3042783425
221	0.3032390726
222	0.3018282351
223	0.3005886579
224	0.2991773248
225	0.298357978
226	0.2976159285
227	0.2958014557
228	0.2945608219
229	0.2938576377
230	0.2931610945
231	0.2921029709
232	0.2916818976
233	0.2902003534
234	0.2891820583
235	0.288114018
236	0.2868887689
237	0.2857762958
238	0.284710063
239	0.2840645534
240	0.2834366643
241	0.2826524087
242	0.2813180814
243	0.2793589086
244	0.2777746212
245	0.2769446075
246	0.2756738684
247	0.2744807495
248	0.2737344479
249	0.2722822293
250	0.2703263663
251	0.2693533777
252	0.268514955
253	0.2663924377
254	0.2651486455
255	0.2642207408
256	0.2633411668
257	0.2618143511
258	0.2605989226
259	0.2601056186
260	0.2588579637
261	0.2578719422
262	0.2561550054
263	0.2551612927
264	0.2539441044
265	0.2529280191
266	0.252339919
267	0.2505936164
268	0.2492967097
269	0.2476914676
270	0.247246549
271	0.2459495276
272	0.2444036797
273	0.2430836105
274	0.2421279667
275	0.2408101404
276	0.238906784
277	0.2381910339
278	0.2368469323
279	0.2354629216
280	0.2342776129
281	0.2331372555
282	0.2320535444
283	0.230893472
284	0.2295191069
285	0.2286630926
286	0.2275995596
287	0.2268681877
288	0.2262340897
289	0.2254376865
290	0.2243691021
291	0.2236348353
292	0.2226334139
293	0.221128046
294	0.2202855179
295	0.2198064441
296	0.2186990559
297	0.2170041293
298	0.2162828642
299	0.2154669165
300	0.2151858453
301	0.2146876019
302	0.2144968111
303	0.2135916934
304	0.2122837087
305	0.2120051262
306	0.2111869434
307	0.2097932919
308	0.209374328
309	0.2083943539
310	0.2078515484
311	0.2067143496
312	0.2064466185
313	0.2052942759
314	0.204399285
315	0.2033548007
316	0.2023122046
317	0.2013749118
318	0.2000226902
319	0.199482849
320	0.198894494
321	0.1981706789
322	0.1974499274
323	0.1966424603
324	0.1959827504
325	0.195323049
326	0.1942569876
327	0.1935734754
328	0.1926647431
329	0.1924544028
330	0.1913982655
331	0.1903958399
332	0.1900539414
333	0.188992723
334	0.1883902891
335	0.1875329277
336	0.1869697936
337	0.1859953945
338	0.1849680805
339	0.1844458236
340	0.1837681269
341	0.1831627779
342	0.1829743502
343	0.1819015931
344	0.181003817
345	0.1802619288
346	0.1792928548
347	0.1791879872
348	0.1777580862
349	0.1765227466
350	0.175884312
351	0.1749719388
352	0.1742464035
353	0.1728371565
354	0.1721372654
355	0.1713316323
356	0.1704756897
357	0.1692062574
358	0.1688269723
359	0.167883026
360	0.1668596491
361	0.1662008897
362	0.1649624362
363	0.1641370392
364	0.1633329915
365	0.1626709828
366	0.1618034057
367	0.1609254012
368	0.1601080226
369	0.1595218828
370	0.1586921073
371	0.1582108395
372	0.1575440526
373	0.157091232
374	0.1560383364
375	0.1552369966
376	0.1546907169
377	0.1536039415
378	0.1528720045
379	0.1526107102
380	0.1516024771
381	0.1503924438
