iter	Logloss
0	0.6861907905
1	0.6785865418
2	0.6732576521
3	0.6680865499
4	0.6628073534
5	0.6554192086
6	0.6485448263
7	0.6433458522
8	0.639272324
9	0.6352477644
10	0.6303259135
11	0.6249723446
12	0.6190205405
13	0.6158434809
14	0.6103784882
15	0.6050477673
16	0.6004840564
17	0.5971525643
18	0.5925637988
19	0.5879506431
20	0.5844609917
21	0.5804001754
22	0.5775141353
23	0.5735483898
24	0.5711151059
25	0.5689842644
26	0.5658683915
27	0.5623591494
28	0.5597117761
29	0.5565768781
30	0.5528516654
31	0.5490507399
32	0.5471384759
33	0.5437969957
34	0.5414066057
35	0.5398425949
36	0.5378290378
37	0.5344396915
38	0.5321099691
39	0.529483304
40	0.5281408096
41	0.5259997031
42	0.5240452922
43	0.5222086648
44	0.5189466364
45	0.5166928565
46	0.515052303
47	0.5140924571
48	0.510704348
49	0.5094055052
50	0.5071585582
51	0.5051556858
52	0.5032542487
53	0.5009159137
54	0.4993741935
55	0.4974893295
56	0.4952629297
57	0.4936983402
58	0.4923111949
59	0.4901773631
60	0.4880548828
61	0.4860616878
62	0.4849501686
63	0.4816020634
64	0.4787841661
65	0.4763525714
66	0.4751041047
67	0.4717905692
68	0.4712376257
69	0.4697295103
70	0.4680511641
71	0.4660140759
72	0.4647395988
73	0.4634508404
74	0.4623168991
75	0.4588119406
76	0.4570523537
77	0.4553166444
78	0.4546233467
79	0.4528026113
80	0.450780611
81	0.4495127936
82	0.4483948456
83	0.4475409051
84	0.4461021431
85	0.4442243705
86	0.4418701202
87	0.4412412069
88	0.4396694728
89	0.4382307591
90	0.4372929604
91	0.4356974104
92	0.4339759756
93	0.4325536712
94	0.4302243491
95	0.4288522041
96	0.4276100672
97	0.4266916071
98	0.4250294587
99	0.423576184
100	0.4217765912
101	0.4202522816
102	0.4191059872
103	0.4179134939
104	0.416706147
105	0.4154318109
106	0.4143333416
107	0.4122077711
108	0.411197916
109	0.4103444618
110	0.4091979845
111	0.4077183309
112	0.4069258615
113	0.4056346021
114	0.4050526858
115	0.4037098977
116	0.4026641586
117	0.4013398438
118	0.3997337861
119	0.3978112965
120	0.3963940514
121	0.395066542
122	0.3934809867
123	0.3915837159
124	0.390524387
125	0.389239051
126	0.3874696187
127	0.386216264
128	0.3849869026
129	0.3840924839
130	0.3826161804
131	0.3815402225
132	0.3802783034
133	0.3790731843
134	0.3779567226
135	0.3753920669
136	0.3749144449
137	0.3734092115
138	0.3723577946
139	0.3707066812
140	0.369983274
141	0.3697140165
142	0.368491394
143	0.3662618658
144	0.3660440414
145	0.3644359049
146	0.3633879121
147	0.3617066005
148	0.3604540858
149	0.3593344779
150	0.3584755132
151	0.358010299
152	0.3567351192
153	0.3555604073
154	0.3541784811
155	0.3520528088
156	0.3511492676
157	0.3504606638
158	0.3492884949
159	0.3487265307
160	0.3477888451
161	0.3461008779
162	0.3443170906
163	0.3435790274
164	0.3417223717
165	0.3411762778
166	0.340067842
167	0.3389669754
168	0.3382294851
169	0.3372430469
170	0.3351084854
171	0.3342612457
172	0.3336459193
173	0.3320810346
174	0.330512586
175	0.3295028802
176	0.3286653833
177	0.3275277044
178	0.3268471526
179	0.3255134887
180	0.3248243261
181	0.3237453625
182	0.3226260396
183	0.3215544741
184	0.3199475255
185	0.3187362778
186	0.3175672423
187	0.3162752681
188	0.3145384178
189	0.3133363904
190	0.3129127353
191	0.3122699684
192	0.3106144035
193	0.309578921
194	0.3083226568
195	0.3065557128
196	0.3054309965
197	0.3034903829
198	0.3032057273
199	0.3024740587
200	0.3005767403
201	0.2999822301
202	0.2997079791
203	0.2990911727
204	0.297853432
205	0.2969728928
206	0.2960850215
207	0.2952496139
208	0.2940726083
209	0.2935283007
210	0.292855166
211	0.2914018097
212	0.2904265181
213	0.289885247
214	0.2889876247
215	0.2884705992
216	0.2862682685
217	0.2851518551
218	0.2833977331
219	0.2829257916
220	0.2815284775
221	0.2799981295
222	0.2780933923
223	0.2768557912
224	0.2761932243
225	0.2755272514
226	0.2743734442
227	0.2734904045
228	0.2720344342
229	0.2707076863
230	0.269831826
231	0.2693315082
232	0.2684741511
233	0.2669291014
234	0.2654864893
235	0.2637923723
236	0.2623641922
237	0.2613402011
238	0.260834535
239	0.2602753153
240	0.2589130213
241	0.2573318313
242	0.2552207084
243	0.2542567468
244	0.253854922
245	0.2524024371
246	0.251263082
247	0.2499987103
248	0.2485852299
249	0.2473766108
250	0.2471911041
251	0.2470627273
252	0.2455570043
253	0.2444895956
254	0.2436056884
255	0.2428371861
256	0.2413069532
257	0.2398250049
258	0.2389935803
259	0.238374508
260	0.2379194578
261	0.2368567526
262	0.2353758677
263	0.2351227899
264	0.2349337972
265	0.232452197
266	0.2316799218
267	0.2292405012
268	0.2278973082
269	0.2272704892
270	0.2260547055
271	0.2253297632
272	0.2240061409
273	0.2234568087
274	0.2222200498
275	0.22186966
276	0.2213156178
277	0.2202039599
278	0.2185544104
279	0.2180513767
280	0.216513925
281	0.2163919244
282	0.2151916615
283	0.2142277123
284	0.2132568394
285	0.2117482462
