iter	Passed	Remaining
0	16	13296
1	25	10324
2	35	9351
3	44	8784
4	53	8427
5	62	8227
6	71	8058
7	80	8001
8	94	8284
9	105	8319
10	114	8225
11	123	8128
12	133	8053
13	142	7989
14	151	7919
15	160	7844
16	170	7833
17	179	7783
18	187	7724
19	196	7673
20	205	7623
21	215	7607
22	226	7635
23	234	7597
24	243	7562
25	252	7528
26	262	7502
27	271	7475
28	280	7448
29	289	7433
30	298	7403
31	308	7411
32	321	7461
33	330	7445
34	340	7434
35	348	7402
36	357	7372
37	366	7348
38	376	7337
39	384	7311
40	393	7286
41	402	7263
42	411	7241
43	421	7234
44	430	7217
45	439	7201
46	448	7181
47	457	7169
48	466	7153
49	475	7134
50	484	7118
51	493	7099
52	502	7081
53	511	7065
54	520	7051
55	530	7048
56	539	7035
57	549	7033
58	558	7014
59	567	6997
60	576	6980
61	585	6964
62	593	6946
63	602	6933
64	612	6925
65	621	6910
66	630	6900
67	640	6891
68	648	6874
69	658	6864
70	667	6849
71	675	6834
72	684	6819
73	693	6805
74	702	6791
75	711	6779
76	720	6766
77	729	6751
78	738	6736
79	747	6727
80	756	6714
81	765	6699
82	773	6685
83	783	6675
84	793	6671
85	802	6663
86	811	6649
87	820	6638
88	829	6624
89	838	6612
90	846	6598
91	855	6585
92	864	6573
93	873	6560
94	882	6547
95	891	6534
96	899	6521
97	908	6509
98	917	6498
99	926	6486
100	936	6480
101	952	6515
102	962	6515
103	973	6516
104	982	6504
105	991	6493
106	1000	6480
107	1010	6472
108	1019	6461
109	1027	6448
110	1036	6435
111	1045	6423
112	1054	6410
113	1063	6399
114	1072	6386
115	1081	6376
116	1090	6365
117	1099	6354
118	1108	6343
119	1118	6337
120	1130	6341
121	1141	6343
122	1150	6334
123	1160	6327
124	1169	6316
125	1180	6315
126	1190	6306
127	1198	6294
128	1207	6282
129	1216	6270
130	1225	6258
131	1234	6248
132	1245	6246
133	1256	6244
134	1270	6258
135	1284	6270
136	1298	6282
137	1311	6291
138	1322	6290
139	1334	6289
140	1345	6288
141	1357	6289
142	1367	6282
143	1376	6269
144	1385	6256
145	1395	6252
146	1404	6240
147	1413	6227
148	1422	6215
149	1431	6203
150	1440	6193
151	1449	6181
152	1459	6170
153	1468	6159
154	1477	6146
155	1486	6135
156	1495	6124
157	1504	6114
158	1514	6105
159	1525	6100
160	1534	6089
161	1543	6078
162	1552	6067
163	1561	6055
164	1571	6047
165	1580	6035
166	1589	6023
167	1598	6011
168	1607	6003
169	1617	5993
170	1626	5982
171	1635	5971
172	1644	5959
173	1653	5949
174	1662	5937
175	1671	5926
176	1680	5915
177	1689	5904
178	1698	5893
179	1708	5883
180	1716	5871
181	1726	5861
182	1735	5852
183	1744	5841
184	1753	5830
185	1762	5819
186	1772	5810
187	1781	5799
188	1790	5789
189	1800	5780
190	1809	5769
191	1818	5758
192	1827	5747
193	1836	5738
194	1861	5774
195	1870	5763
196	1879	5751
197	1887	5740
198	1896	5728
199	1905	5716
200	1914	5704
201	1923	5693
202	1932	5683
203	1948	5692
204	1958	5684
205	1967	5673
206	1976	5662
207	1985	5651
208	1994	5639
209	2003	5628
210	2012	5616
211	2020	5605
212	2029	5593
213	2038	5582
214	2047	5570
215	2056	5559
216	2065	5548
217	2074	5537
218	2083	5526
219	2092	5517
220	2101	5507
