iter	Passed	Remaining
0	1	1381
1	3	1267
2	4	1228
3	6	1200
4	7	1181
5	8	1171
6	10	1162
7	11	1157
8	13	1154
9	14	1151
10	16	1192
11	18	1246
12	20	1246
13	22	1235
14	23	1224
15	24	1192
16	25	1186
17	27	1180
18	28	1175
19	30	1190
20	32	1223
21	34	1217
22	36	1221
23	39	1270
24	40	1263
25	42	1254
26	43	1248
27	45	1241
28	46	1233
29	48	1235
30	49	1228
31	50	1222
32	52	1218
33	53	1213
34	55	1208
35	56	1202
36	58	1199
37	59	1194
38	61	1192
39	62	1188
40	64	1184
41	65	1180
42	66	1176
43	68	1172
44	69	1169
45	71	1165
46	72	1162
47	73	1158
48	75	1157
49	76	1153
50	78	1150
51	79	1147
52	81	1144
53	82	1140
54	83	1137
55	85	1135
56	86	1132
57	88	1129
58	89	1128
59	91	1131
60	93	1135
61	95	1132
62	96	1130
63	98	1127
64	99	1125
65	100	1122
66	102	1120
67	103	1118
68	105	1115
69	106	1113
70	108	1110
71	109	1108
72	111	1105
73	112	1102
74	113	1100
75	115	1101
76	118	1108
77	119	1110
78	122	1121
79	124	1122
80	127	1128
81	129	1137
82	131	1135
83	133	1139
84	135	1137
85	136	1135
86	138	1133
87	139	1130
88	141	1128
89	142	1126
90	144	1124
91	145	1122
92	147	1120
93	149	1120
94	150	1119
95	152	1117
96	153	1115
97	155	1111
98	156	1109
99	158	1107
100	159	1105
101	161	1103
102	162	1101
103	164	1099
104	165	1097
105	167	1094
106	168	1091
107	169	1089
108	171	1086
109	172	1084
110	174	1081
111	175	1078
112	177	1076
113	178	1074
114	180	1072
115	181	1069
116	182	1067
117	184	1065
118	185	1062
119	187	1060
120	188	1058
121	189	1055
122	191	1055
123	193	1053
124	194	1051
125	196	1048
126	197	1046
127	198	1044
128	200	1041
129	201	1039
130	203	1037
131	204	1035
132	206	1033
133	207	1030
134	208	1028
135	210	1026
136	211	1024
137	213	1022
138	214	1019
139	215	1017
140	218	1021
141	220	1020
142	221	1018
143	223	1018
144	225	1017
145	226	1015
146	228	1014
147	229	1012
148	231	1010
149	232	1008
150	234	1007
151	236	1006
152	237	1006
153	240	1010
154	242	1010
155	246	1016
156	248	1015
157	249	1014
158	251	1012
159	252	1010
160	254	1008
161	255	1006
162	257	1004
163	258	1002
164	259	1000
165	261	998
166	263	997
167	264	995
168	266	993
169	267	991
170	268	988
171	270	986
172	271	985
173	273	983
174	274	981
175	276	979
176	277	976
177	278	974
178	280	972
179	281	970
180	283	968
181	284	967
182	286	965
183	287	963
184	289	962
185	291	960
186	292	959
187	294	957
188	295	955
189	297	953
190	298	952
191	300	950
192	301	948
193	303	946
194	304	944
195	306	943
196	307	941
197	309	939
198	310	937
199	312	936
200	313	934
201	314	932
202	316	930
203	317	928
204	319	927
205	321	925
206	322	923
207	323	921
208	325	921
209	327	919
210	328	917
211	330	915
212	331	914
213	333	912
214	334	910
215	336	908
216	337	906
217	338	904
218	340	902
219	341	901
220	343	899
221	344	897
222	346	895
223	347	893
224	349	892
225	351	892
226	352	890
227	354	888
228	355	887
229	357	885
230	358	883
231	360	882
232	361	880
233	363	878
234	364	877
235	366	875
236	368	874
237	369	872
